phase,epoch,val_mse,val_mae,val_regret,epoch_seconds
warmup,1,0.00284584969848589,0.04188041715646413,0.03658727133266954,487.03919196128845
warmup,2,0.00552750727180878,0.057458261681248006,0.09515403853659865,650.6345088481903
warmup,3,0.0077405306918949665,0.06642769699666037,0.07588908461021579,643.1502227783203
warmup,4,0.01003866361405478,0.07314563286838247,0.07738711032801965,707.330060005188
warmup,5,0.0045361576720015775,0.05199625073417799,0.058063372180566064,692.5472040176392
warmup,6,0.00440402407287759,0.05018330307037973,0.05816785102015545,690.8051760196686
warmup,7,0.003862058332471399,0.048612904762710206,0.07642627388132672,675.0609571933746
warmup,8,0.004543590105708633,0.05175839042040839,0.07536658330865242,611.7379260063171
warmup,9,0.005266069809892284,0.05542075299004565,0.08710614911680424,653.5573048591614
warmup,10,0.004666051866900204,0.05275694379555201,0.08838395575437619,644.6162350177765
warmup,11,0.0041820827038409605,0.05033655201932832,0.09337078582420737,653.5724580287933
warmup,12,0.004474995744244348,0.05166987174037677,0.09799144493803423,651.6561779975891
warmup,13,0.004720831416293618,0.052858591858130785,0.10109104570209869,643.3806216716766
warmup,14,0.004596272903518862,0.052023405334286725,0.10722294042873849,672.4396390914917
warmup,15,0.004801818544962513,0.05326287854296058,0.11385961828550059,640.6318778991699
dfl,16,0.005588227342605702,0.058888074260816645,0.072265101292426,637.2599272727966
dfl,17,0.031990181473987314,0.14270838060930593,0.08552850092572913,624.4483091831207
dfl,18,0.05684426297614379,0.187764686879827,0.020295775581532203,632.8457391262054
dfl,19,0.05526332755281187,0.1817017330496169,0.03107301730882166,629.6693019866943
dfl,20,0.07367240795309642,0.21432928223885708,0.02689245700989954,648.9527862071991
dfl,21,0.14885077369746877,0.3160973632735993,0.030960367391547953,643.6182541847229
dfl,22,0.15583050951584063,0.32304859372662076,0.02607808521112128,617.4294891357422
dfl,23,0.13374626567003442,0.2991569944059671,0.029872795481804052,423.551038980484
dfl,24,0.15555060331000767,0.2969120423962821,0.13154225678221365,393.73012471199036
dfl,25,0.18440925518968213,0.3394325631323145,0.06960125225858933,400.7213110923767
dfl,26,0.18662189033382864,0.34512611600890086,0.07324464263300214,387.2365529537201
dfl,27,0.2585508497292871,0.43226966250743437,0.03143763385231123,406.44540333747864
dfl,28,0.23160733930321772,0.39829502199123157,0.05748680389573999,406.10556387901306
