seed,best_val_regret,best_epoch,train_minutes,test_mse,test_mae,test_rel_regret,test_peak_reduction,test_lp_regret
0,0.004808417162377139,26,77.94639825026194,0.2944428026676178,0.4350961446762085,0.05552581697702408,27.048494338989258,0.14596384074944754
1,0.037268213418462724,17,55.91618206501007,0.032965488731861115,0.11310092359781265,0.6144577860832214,11.381473541259766,1.1485368485934684
2,0.012589234856796562,24,69.95802553097407,0.19515414535999298,0.3242700397968292,0.14339621365070343,23.397296905517578,0.31684864401831747
