phase,epoch,val_mse,val_mae,val_regret,epoch_seconds
warmup,1,0.01611989912396269,0.10309161362585736,0.2757906541784308,74.0137939453125
warmup,2,0.006275761524152789,0.06250529505534848,0.11423426851088966,72.61893796920776
warmup,3,0.006231493801365036,0.06137831406250818,0.12369048659022508,72.49440097808838
warmup,4,0.0062296387371120615,0.06086782787217578,0.12822800096638723,70.78066396713257
warmup,5,0.0050021120670265444,0.053905732331992084,0.09589507863048895,71.11067914962769
warmup,6,0.004484174725749015,0.051013675059622794,0.08275053149709628,71.39572024345398
warmup,7,0.0042093775839781135,0.05022288725447299,0.06324894132818888,71.27997398376465
warmup,8,0.0052078086018402464,0.05512494796803638,0.10221001817822002,72.73323082923889
warmup,9,0.005216221453243199,0.055702210946091964,0.10742060217590231,71.24526906013489
warmup,10,0.004571190011798779,0.05192912033578353,0.08210527922846499,71.00104999542236
warmup,11,0.00484590939595364,0.05322736860322418,0.09161514487467644,71.57048892974854
warmup,12,0.003924966372337553,0.04752633366177776,0.06633509977837093,71.80607414245605
warmup,13,0.004636107003941799,0.05179397514395749,0.08631356800000123,72.01418590545654
warmup,14,0.004324150346645237,0.049375207691606304,0.08393003479236609,71.87787294387817
warmup,15,0.004132930075996486,0.048536922490752456,0.07724040984558359,71.8705940246582
dfl,16,0.005271371676188671,0.05684419157011295,0.08395352745901619,75.87087774276733
dfl,17,0.004095969441496252,0.047556895345671854,0.07221372494521673,76.49424576759338
dfl,18,0.0051990627074864374,0.05515810982115678,0.0747443266773732,75.79263591766357
dfl,19,0.004242485112409844,0.04910946313514194,0.06367003512677097,77.12302088737488
dfl,20,0.004477828787118474,0.05109671668719445,0.05949904504857624,77.52745509147644
dfl,21,0.0055460785407010025,0.05781216010340114,0.0727209677762715,77.13496685028076
dfl,22,0.005102275713058466,0.05517602843969171,0.06724053518603375,77.17039775848389
dfl,23,0.005871355896746156,0.059897695529038335,0.07585671035605031,77.95993494987488
