phase,epoch,val_mse,val_mae,val_regret,epoch_seconds
warmup,1,0.008075981405250895,0.06934480077183958,0.03461741988798194,514.3112888336182
warmup,2,0.01127349018508485,0.08450955658483861,0.08690150929043684,514.7130539417267
warmup,3,0.008835449571540551,0.07276572770814398,0.023965070075335923,521.0514061450958
warmup,4,0.008868118463111902,0.0724707016193155,0.01745513380104451,542.4548487663269
warmup,5,0.00770553975859518,0.06805107525702733,0.024832363664314072,534.3490591049194
warmup,6,0.008331143351118845,0.06978372325981731,0.018484994473741363,529.8934428691864
warmup,7,0.008927537908485687,0.07367312631555903,0.057059717683000256,529.0915729999542
warmup,8,0.006800942527783562,0.06428491643894074,0.03389843609731352,540.2017872333527
warmup,9,0.008073439819863372,0.06876774527021308,0.04703693302698371,536.2045578956604
warmup,10,0.007167014196939043,0.06514695730171542,0.04790710726446201,548.8259401321411
warmup,11,0.006825597048042092,0.06267368040089287,0.03248858786336409,543.3769750595093
warmup,12,0.007350807852257711,0.06455958512291979,0.02969821582291164,528.1241979598999
warmup,13,0.007918717751432377,0.06865324319076183,0.0638434287295729,517.6642072200775
warmup,14,0.006500558467206559,0.06106341794244389,0.032989756988118006,521.8602519035339
warmup,15,0.008901173759724445,0.0740573408721543,0.08295008145250904,527.6442019939423
dfl,16,0.007896293562823046,0.07022213402079112,0.05847093448381256,569.7638540267944
dfl,17,0.007121294760319002,0.06557229678355046,0.049352604047149425,574.7542822360992
dfl,18,0.007299651914804395,0.06680866200198878,0.052373615087176334,567.2846484184265
dfl,19,0.007456453405007887,0.06731577292640707,0.054988224441616176,551.7863421440125
dfl,20,0.0071460814884196575,0.06581298906856509,0.04950664155862864,559.659158706665
dfl,21,0.0062636063328193525,0.061218844559877666,0.033925027437959866,499.9925730228424
dfl,22,0.007470588546433944,0.0676199907520369,0.05631161110719784,524.4796178340912
dfl,23,0.00689729995271469,0.06409288699557977,0.04189681179190329,535.0175580978394
dfl,24,0.008615866487623374,0.07201812207810025,0.04596320275269855,538.5508100986481
dfl,25,0.014161265109415486,0.08913008679649723,0.03616871681510047,531.9631700515747
dfl,26,0.015360974425227563,0.09114038643997106,0.021681172788160424,529.7616250514984
dfl,27,0.023982095657222306,0.10872063388241761,0.018177191809505232,530.383239030838
dfl,28,0.03061257724636304,0.11772029057367524,0.013129490219608983,530.9338576793671
dfl,29,0.03998343021011175,0.1291550345607658,0.014643117292534816,529.9115488529205
dfl,30,0.04839540245845469,0.13964701215945072,0.013627104990980536,532.1160089969635
dfl,31,0.03907307514698425,0.12541574701222022,0.01960175625827648,555.5623052120209
dfl,32,0.06281929723431927,0.15130340383012794,0.01682584899718853,550.6723482608795
dfl,33,0.05445232231920557,0.1453426415239697,0.014260130524900291,550.5172507762909
dfl,34,0.0702594517340967,0.15963771866995896,0.011868429355265324,547.1460332870483
dfl,35,0.08411890251297893,0.1665546090077998,0.014812677029062657,553.7546181678772
dfl,36,0.08817209838542031,0.17151399190301325,0.01241456984269516,557.883104801178
dfl,37,0.1509857384918897,0.2203452748371594,0.022663377227652392,546.3085539340973
dfl,38,0.1615695285666456,0.23251530055457087,0.019663586261828382,539.5623712539673
dfl,39,0.1593290452859295,0.23106254998650125,0.011015914825686956,677.6766548156738
dfl,40,0.24151063963437258,0.29715814480363434,0.007746905902503888,763.9559140205383
dfl,41,0.1543751193224383,0.221378393471241,0.012140952873683566,734.8806641101837
dfl,42,0.14056078389064589,0.2139129187466938,0.005574841784599059,791.3515231609344
dfl,43,0.11221976118134473,0.18822614059074602,0.010407161163876386,789.6518640518188
dfl,44,0.14192707965206078,0.21656703431882077,0.00881979350024674,828.2994859218597
dfl,45,0.13121586675936384,0.21053167877357398,0.007406146806403482,896.7929718494415
dfl,46,0.19090099315117323,0.26811079808802746,0.007876804084759215,741.659157037735
dfl,47,0.21489737379545373,0.2917301049316997,0.004681674917580508,731.9447479248047
dfl,48,0.22970671660211214,0.300780180869485,0.006706095945324407,764.2982757091522
dfl,49,0.24734103948628502,0.31953536530039206,0.011010048324894356,716.8666179180145
dfl,50,0.18992565989271917,0.27020655438971164,0.008596785306209897,743.641438961029
dfl,51,0.22208399526469075,0.29897296678886487,0.007169900670454971,726.6128718852997
dfl,52,0.21235518091455546,0.2910499603890661,0.005442196106470412,738.0179209709167
dfl,53,0.2015715708205504,0.28189943686350066,0.006928510028548988,699.1441540718079
dfl,54,0.2519736809225114,0.326955037719723,0.014487642293240798,723.2051708698273
dfl,55,0.27450643605622116,0.34678207004248207,0.01409523131392811,686.1309142112732
dfl,56,0.29778753046585776,0.36868631734109636,0.010403479482681463,537.4546549320221
dfl,57,0.29505177887518014,0.36451476245228925,0.013487351137747051,558.606812953949
