phase,epoch,val_mse,val_mae,val_regret,epoch_seconds
warmup,1,0.011607271919735889,0.08690939626809377,0.22533219555087053,112.3836019039154
warmup,2,0.006876065925722803,0.06449409843936785,0.146112752996677,129.82078313827515
warmup,3,0.008350789635581201,0.07347229695809421,0.15678201913277603,130.47467398643494
warmup,4,0.005684208975402888,0.06023912293030255,0.0901499821778618,122.39986324310303
warmup,5,0.0050717174864388,0.0572054441462257,0.06960785699374722,121.65645217895508
warmup,6,0.004558533316724864,0.05239201196705672,0.08280788488622447,117.45982599258423
warmup,7,0.0052963648874959,0.057714469633551674,0.10834572287780274,120.77446508407593
warmup,8,0.004124055933659034,0.04950530524018096,0.08560960133448799,120.61848592758179
warmup,9,0.004502058914886899,0.05238533577423042,0.09675759842003341,118.55060386657715
warmup,10,0.006190398588095472,0.06053279586303145,0.1376632009850078,138.77315187454224
warmup,11,0.004641462050103791,0.05423436437580568,0.09212032313903433,115.19759798049927
warmup,12,0.004195992970394332,0.051076493837606554,0.08142687649860954,112.79790902137756
warmup,13,0.004010315790751588,0.050445509157074034,0.0690641840237867,116.7048888206482
warmup,14,0.004105384479391514,0.050669254971417915,0.07749996292135511,118.10441398620605
warmup,15,0.0042283445333457315,0.04972328748831998,0.09100016943177333,110.71978282928467
dfl,16,0.004577824793349423,0.052380309203889835,0.08923794680357611,119.04385113716125
dfl,17,0.004571258854520604,0.052298049567573106,0.07591680232991478,127.04290795326233
dfl,18,0.003975621384651915,0.04832617675802156,0.05125580622465784,130.38833117485046
dfl,19,0.005003995803330761,0.05553178447507211,0.06975153820475322,140.9393560886383
dfl,20,0.004241765019789671,0.0510912394540301,0.07203859935744636,133.5031943321228
dfl,21,0.00669056408406138,0.06473122979166793,0.09363020954680987,135.98468923568726
dfl,22,0.008334875688888133,0.07041640051487666,0.08421140170185705,125.93464875221252
dfl,23,0.03683166187812588,0.14921182505230404,0.05757687154048776,128.32405924797058
dfl,24,0.13246073543247003,0.29439874649492664,0.044621818288964166,129.1376519203186
dfl,25,0.3159247664595718,0.4635765427973733,0.04915583817626666,129.85348987579346
dfl,26,0.32057396867381993,0.4529124798614587,0.004808417162377139,126.28750419616699
dfl,27,0.526834244381136,0.6067095554586667,0.005485949536173495,159.0216908454895
dfl,28,0.5014477825876492,0.5951020588625723,0.027197370983244516,131.70019388198853
dfl,29,0.5966949236037126,0.6677373536487123,0.05415570750335349,131.8588297367096
dfl,30,0.7400165613907487,0.747607575423682,0.015684704485628666,132.4682629108429
dfl,31,0.7691348475306782,0.7703764287393484,0.0270668290840244,142.82878637313843
dfl,32,0.9790014286539448,0.8878086102542593,0.04653430767480606,162.7604100704193
dfl,33,0.9308658735965615,0.8694231096488326,0.01470230576218618,130.2917902469635
dfl,34,0.9022037729398528,0.8596300558367772,0.023749058297965607,145.3888599872589
dfl,35,0.8266511799684212,0.8166273636604423,0.0230522818584082,155.1192569732666
dfl,36,0.9983292591215959,0.8966067037475642,0.02746435815583597,152.3044149875641
