seed,best_val_regret,best_epoch,train_minutes,test_mse,test_mae,test_rel_regret,test_peak_reduction,test_lp_regret
0,0.00878904440313743,29,362.81365658044814,0.09703938663005829,0.19460107386112213,0.10293634980916977,20.541929244995117,0.739143668794641
1,0.020361734714948506,16,233.4846583167712,0.011267303489148617,0.08020685613155365,0.4424230754375458,12.993863105773926,2.8903470780578515
2,0.004681674917580508,47,571.797348801295,0.3481615483760834,0.40459319949150085,0.04368694871664047,23.29474639892578,0.3123289983576883
