phase,epoch,val_mse,val_mae,val_regret,epoch_seconds
warmup,1,0.009038632200447037,0.07551983791167166,0.13864816393036006,119.83609390258789
warmup,2,0.007014904469216882,0.06397990500137432,0.11170428355286724,119.79050803184509
warmup,3,0.005357542695519306,0.055208722407470885,0.08188611446313365,119.787917137146
warmup,4,0.005381553065476578,0.05671246409583003,0.08475948784629807,120.91259813308716
warmup,5,0.005379039378934053,0.05634549635448562,0.09785722244579567,120.71125316619873
warmup,6,0.005118973249979595,0.054540789533239695,0.10094100363494363,132.42104172706604
warmup,7,0.0051025038497320915,0.05457929374455516,0.0985124851181693,119.92549681663513
warmup,8,0.004565939227720278,0.052158414344511815,0.062314839434760017,124.25489115715027
warmup,9,0.0044569993263923685,0.05250568387668524,0.057245599456937676,134.92223000526428
warmup,10,0.004074993820030437,0.04869464367850503,0.07133738928393148,122.41947793960571
warmup,11,0.004583105195570848,0.0522058949347085,0.07629245070089763,119.80728721618652
warmup,12,0.0039884659505984394,0.048945380346988566,0.0582091969839921,123.14237689971924
warmup,13,0.004107891898619623,0.04809870633449572,0.06752664600034182,121.63349914550781
warmup,14,0.003514439690295162,0.044486374121659726,0.0498350526777901,119.91931295394897
warmup,15,0.0042573849389541535,0.04930968753604302,0.07217791460805448,122.87897896766663
sspo,16,,,0.05952548355577816,127.6897988319397
sspo,17,,,0.05592257965145109,129.34294724464417
sspo,18,,,0.056269033515246834,123.4184639453888
sspo,19,,,0.05334895786421188,123.22445607185364
sspo,20,,,0.05518642691384827,137.22474193572998
sspo,21,,,0.05196767318459513,123.09489107131958
sspo,22,,,0.061361698289187895,123.54511284828186
sspo,23,,,0.05498796118246982,123.37088394165039
sspo,24,,,0.05338453560206368,127.47042512893677
sspo,25,,,0.05282557382061122,123.64036583900452
sspo,26,,,0.051841045193539874,126.24889707565308
sspo,27,,,0.05068916605013152,128.90207886695862
sspo,28,,,0.05322756389023198,129.60515308380127
sspo,29,,,0.05501531741136395,132.86635613441467
sspo,30,,,0.04584175257994828,128.87384796142578
sspo,31,,,0.04879402283231413,125.53795289993286
sspo,32,,,0.05007579086473083,125.73919987678528
sspo,33,,,0.0509237265446856,122.18368601799011
sspo,34,,,0.05566732280817293,121.11175894737244
sspo,35,,,0.05109230651138585,133.79716396331787
sspo,36,,,0.05149659402557301,122.88086605072021
sspo,37,,,0.052652409770430425,121.0102801322937
sspo,38,,,0.05368808555719095,120.19585800170898
sspo,39,,,0.048653793970855196,123.20833015441895
sspo,40,,,0.04902858397462527,120.73039484024048
